,review,label
404," Teşekkürler Trendyol. Paketleme çok iyi, tüm oyunlar çok akıcıçalışıyor ancak bazı arkadaşların şikayet ettiği bir sorun var (Intelkartı yerine BIOS menüsünden 4050 ekran kartının birincil kart olaraketkinleştirilmesi gerekiyor) ve cihaz gayet iyi çalışıyor. ",pozitif
405, Cihaz gerçekten super 4050 farkini hissedebiliyorsunuz ergonomikolarakta cok guzel bence bu fiyat bandinda en iyilerinden birisi ,pozitif
406, bu fiyata alınabilecek en iyi bilgisayar olabilir. ,pozitif
407," merhaba öncelikle ürünü 3 aydır kullandığımı belirtmek isterim bana göreartıları eksilerinden çok dafa fazla olan bir cihaz ama tabi ki eksileride var artıları: 140 w 4050 ekran kartına sahip olması yeni çıkan dlssile çok yüksek performans alabiliyorsunuz klavyesi benim gördüğümşekliyle aynı fiyat segmentinde olan victus,tuf gaming,monster gibiciha
Devamını Oku ",pozitif
408, Bu fiyat aralığında alınabilecek en iyi ürün!!! ,pozitif
409," Ürün gayet güzel, hızlı ve kaliteli. Freedos olması sizi korkutmasın.Normal Windows’u kurarken bellekleri seçerken içerisinde driverlarınolduğu bir bölüm var onu silmezseniz tüm driverları ondan otomatikkurabilirsiniz. Silmeniz durumunda Güncelleştirmeler bölümünden kolaycayapabilirsiniz. Tavsiye ederim. ",pozitif
410, cok güzel teşekkürler ,pozitif
411, sipariş verdim 2 gün sonra geldi ama almaktan vazgeçmiştim kişiselsebeplerle kargo olarak hızlı geliyor onun dışında deneyimim yok teslimalmak istemediğimi söyledim kargo görevlisine o da iade işlemi başlattı. ,nötr
412, Satıcı arkadaşım çok iyi şekilde kargolamış 2 iş günü içinde elimeulaştı. Format sonrası tekrar degerlendirecegim emegi geçen tümarkadaşlara teşekkürler ,nötr
413, satıci çok bilgisiz 45 w ekran kartı çalışırmı çok saçma bu kart 140 wTrendyol dan bunu beklemezdim yazıklar olsun ,negatif
414, 1 aydır kullanıyorum ets 2 full grafiklerde hiç kasma donma yapmadısoğutması çok iyi fanlar orta seviyede 50 dereceyi geçmedi hiç onundışında bataryası biraz zayıf bu da performans odaklı pclerde hep aynıgayet güzel tavsiye ederim ,pozitif
415, Ürün mükemmel yorumlardaki gibi oyundayken şarjı çabuk bitiyor amaısınma falan yok. İstediğiniz gibi oyun oynayabilirsiniz ,pozitif
416, super performans çok beğendim ama yanında en azından ufak bir hediye gönderilebilir ,pozitif
417," çok güzel ürün, sorunsuz kurulum yaptım. klavye ışıklandırmasını çoksevdim istediğin gibi ayarlayabiliyorsun. ",pozitif
418, ürün geliyo yani temiz kargo hızlı =D ,pozitif
419," Öncelikle ilk kurulumda adabtörünü takmanız lazım aksi takdirdekesinlikle açılmıyor. Windowsu kurmadan önce biosdan yapmanız gerekenbirkaç ayar var. Yapmazsanız format sırasında ssdyi görmüyor. Ekrankartı 140 watt. Trendyoldaki danışmanlar bu konuda bilgisiz. 45 wattdiyorlar ama o işlemcinin tdp değeri. Her neyse. Ekran kartının 140wattolması her a
Devamını Oku ",pozitif
420, tavsiye ederim ,pozitif
421, Gayet güzeldi. Erkek arkadaşımdan yardım aldım açmak için. Hiçbir sorunyaşamadık. Çok memnunum ,pozitif
422," Bilgisayar bir gün içinde teslim edildi. Performans olarak muazzam bircihaz. Oyun veya diğer programlar için tüm beklentinizi karşılayacaktır.Almayı düşünen arkadaşlar tereddüt etmeden alabilir. Fan sesindenşikayet edenler olmuş ancak cihaz boştayken herhangi bir fan sesi yokkullanımda ise rahatsız edecek bir ses olmuyor. Sadece fanları son güçteça
Devamını Oku ",pozitif
423, Gayet iyi. ,pozitif
424, Ürün sorunsuz elimize ulaştı şimdilik memnunuz bir problem yok satıcıya teşekkürler ,pozitif
425," Ürün 2 günde geldi, güzel paketlenmiş",pozitif
426,"Yanında küçük bir hediye de vardı teşekkürler inceliğiniz için, pc güzelbeğendim, tavsiye ederim. ",pozitif
427," Üründen çok memnunum AMD Ryzen 4600 H olması belirli oyunları oynarkendaha performanslı oynamamı, iş için çalışırken rahatlığı ve ergonomiktasarımı ile gayet güzel bir ürün. ",pozitif
428," güzel paketlenmesi, aylardır kullanıyorum memnunum, sadece kameranınklavyede olması çok kullanışlı değil,biriyle konuşurken kamerayabakmıyor gibi görünüyor. Onun dışında aşırı memnunum ",pozitif
429, 5 aydır severek kullanıyorum ,pozitif
430, kargo çok hızlıydı bilgisayarımdan da çok memnunum sorunsuz ulaştı.ekranı çok iyi daha önceli bilgisayarımda karakterlerin yüzünü farklıgörüyomuşum resmen ,pozitif
431, Çok şık kaliteli hızlı uygun fiyata performanslı bilgisayar ,pozitif
432," çok şık, çok ince, çok zarif, çok hızlı. çok memnunum ",pozitif
433, maşallah diyorum ilk kez internet üzerinden böyle bir ürün aldım 🧿 ,pozitif
434," sorunsuz geldi bi hediye yoktu, gelir gelmez win 11 kurdum 8gb ramyeterlimi derseniz bence yeterli gibi zaten oyun bilgisayarı değil buarada cihaza ram upgrade yapamiyorsunuz yani içini actirip ramtaktiramiyorsiniz çünkü anakarta gömülü. 8 bana yetmez diyenler fazlapara verin değer 16 lik alin. cihaz akici ekran super kalite hissiyatıher dokunusunuzda hissediyorsunuz kamera okadarda rahatsiz edici değilalttan olması. okadar para edermi derseniz etmez ama gel gör ki elmecbur çünkü turkiyedeyiz . ",negatif
435, Çok beğendim. Fiyatını kesinlikle hakediyor ,pozitif
436, Çok güzel şık ve iyi performans ,pozitif
437, Ürün kaliteli çok şık duruyor ,pozitif
438, Keyifli bir alışveriş oldu. Teşekkür ederim ,pozitif
439, Ürün iyi. Kasim indiriminden almistik. Ic donanimlar zaten urunun kendiaciklamasinda var. Dis donanim olarak ise cok kaliteli bir hissiyatveriyor. Ekran kismi ozellikle apple havasi vermis. Ama simdiki aklimolsa 16 gblik bir modelini alirdim. Tek pismanligim o. Cunku ramtakviyesi yapilamiyormus sonradan. Idare edecegiz artik. Ama islemciintel islemci ile boy olcusemez. Visual studio vs. kullanmadim. Amasanki o tarz bir program kurulursa zorlanir gibime geldi. ,pozitif
440, Yaklaşık bir haftadır kullanıyorum ve memnunum. Ürünü alır almaz ışıksızması var mı diye kontrol ettim. Evet bende de çok hafif  var. Çoğukullanıcı bu sorunu dile getirmişti. Ancak bu gece kullanırken çokdikkatli bakarsanız belli oluyor ve bence göze batan bir durum değil.Başka herhangi bir sorunla karşılaşmadım beklediğim gibi geldi. Hafif veşık bir notebook. ,pozitif
441, gayet hızlı ve ekranı çerçevesi küçük olduğu için ekran daha büyük hissi veriyor ,pozitif
442," Güzel çok sevdik hızlı, sıkıntısız ",pozitif
443," Klavyesi çok iyi, ışıklandırması çok işimi gördü. Kameranın gömülüolması bence daha iyi güvenlik açısından. Gayet hızlı. 3-5 Firefox tab,VSCode, Spotify açıyorum ısınma yok fanlar çalışmıyor, fanlar çalışsabile aşırı sessiz. Oyun için önermiyorum, Orta ayarlar LoL fanlar 2.oyunda deli gibi çalıştı. Sık sık oyun oynayacaksanız iyi bir tercihdeğil. Öneririm, oldukça kullanışlı, şık, taşınabilir, güçlü. ",pozitif
444, Harika laptop süper paketleme hızlı teslimat ,pozitif
445, 3 gün içinde teslim edildi sorunsuz şekilde elime ulaştı ,pozitif
446," Satıcı çok ilgiliydi. Tüm sorularımı yanıtladı. Ürün çok kısa süreiçinde faturası ile birlikte sapasağlam elime ulaştı. Ürün anlatıldığıgibi, hafif ve işlevsel. Tavsiye ederim. ",pozitif
447, 6966 tlye aldım.windows yuklu geldi paketleme de iyiydi.iyiki almisim..2bin tl den fazla zam gelmiş.Altina yatirim yapmış kadar oldum.Tl.mibununla değerlendirdim.ürün  ideal  boyut işlevi de gayet iyi 9 bin edermi derseniz etmez.7 bin en son limitimdi bu urun icin. ,pozitif
448, 6976 tl ye aldım. Windows 10 yüklü geliyor. 120 HZ DEGIL 60HZ ,nötr
449, Ürün windows yüklenmemiş halde gelecek diye düşünmüştüm ama hem 1000₺daha uyguna aldım hemde windows yüklü geldi teşekkür ederim harika ürün ,pozitif
450," PC beklediğim gibiydi, kargolanışı ve kargo süresi gayet uygundu. ",pozitif
451, paketleme mükemmel kalite 2 günde elime ulaştı ,pozitif
452, Bilgisayar cok zarif ve cok sik fakat kamera gömülü olduğundanaçtığınızda baya alttan çekiyor ,pozitif
453," Kaliteli ürün hızlı kargo. Fakat ambalajlama çok zayıftı, kutunun dışınasadece ince bir balonlu naylon sarmışlar. Eğer kargoda sert bir darbealsaydı çok kolay zarar görebilirdi. ",nötr
454, 2.5 günde elime ulaştı Açılmamış ve orjinal ambalajında geldi orjinalambalaj kutusuna hiç bir koruma yapılmamış Aras kargo getirmeseydisağlam gelirmiydi bilemiyorum bu kadar pahalı alet kutusuna 1 kat havayastıklı koruma bile yapmamışlar ne diyeyim Teknosa ,negatif
455, Ürün elime ulaştı.herhangi bir sorun göremedim. Ama çanta ve mauseiçinde yoktu. ,nötr
456, Ürün 120 hz deniyor soru sorduğumda da satıcı 120 hz olduğunu söylediama maalesef ekran 60hz arkadaşlar aldanmayın ama genel olarakbilgisayar iyi ekran kalitesi mükemmel yoksa yanlış bilgilendirmedendolayı iade edicektim,nötr
457,ürünü 26 gündür kullanıyorum. sonuçta bir abra değil ama huma sonuçta.monster kalitesi. performans canavarı. teşekürler monster. ayrıca çantahediyesi mükemmel. kaliteli ürünün kendi gibi. şiddetle tavsiye ederim.şuan bu kullanım süresi kadar olan değerlendirme. ,pozitif
458, Annem için almıştık. Hasarsız bir şekilde ulaştı. Annem gayet memnun kullanıyor. ,pozitif
459, gayet güzel ,pozitif
460, çok sağlam paketlenmişti. gerçekten çok beğendim. bilgisayarın kendiside çok iyi aldığımdan beri bir sorun yaşamadım. ayrıca bence fiyat veperformans olarak piyasada alınabilecek en mantıklı bilgisayarlardan.hafifliği inceliği dizaynı gerçekten çok hoş. capslock tuşunun açıkolduğunda ışığının yanması beni çok cezbetti :D gerçekten güzel birbilgisayar. tavsiye ederim. ayrıca müşteri servisi de çok ilgili.yapılacak bir güncelleme için benimle birlikte 30 dakika beklediler.alın aldırın ,pozitif
461, Güzel ürün. Hasarsız teslim edildi. Teşekkürler ,pozitif
462, Fiyat performans ürünü. Hediye çantası da çok iyi. Paketlemesimükemmeldi. Teşekkürler. ,pozitif
463, Paketlenmesi çok iyiydi. Her şey çok özenle kendi monster kılıflarındageldi. Bilgisayar kurulumunu kendim yaptım. Sorunsuz kullanıyorum çokhızlı güzel. Çantası süper bir sürü cebi var. ,pozitif
464, Fiyat performans ürünü çok zarif bir görüntüsü var çok beğendim ,pozitif
465, henüz yeni aldık  kurulum yaptık bir kaç gündür kullanıyoruz. ama birşeysöylemek için çok erken. Satıcıya teşekkürler. hızlı gönderdiği için. ,nötr
466, ürün sağsalim elime geldi gayet güzel hızlı ve güvenilir kargo ,pozitif
467, fiyat performans ürünü çok araştırdım ofis için en iyilerinden diyebilirim ,pozitif
468," sorunsuz alışveriş kaliteli ürün. Bu fiyata alınabilecek en mantıklıcihazlardan, tavsiye ederim.. ",pozitif
469," harika bir ürün, her gun full calisma saatim bu bilgisayarda geciyor.Inanilmaz kaliteli 💗 bir seneden daha uzun zamandır kullanıyorumtavsiye ediyorum ",pozitif
470, Çok güzel çok beğendim ,pozitif
471, şuan için bir sorun olmadı umarım olmazda şimdilik memnunum ,pozitif
472, 2 gün önce teslim aldım. şimdilik herşey yolunda ,pozitif
473, ürün güzel beğendim herkese tavsiye ederim ,pozitif
474, Henüz kullanmadım fakat markasından şüphem yok kalitesi güzel ,pozitif
475, harika bir ürün ,pozitif
476, Çok güzel bilgisayaarrrr ,pozitif
477, Gayet kullanişli kod yazmak isteyenler alabilir ,pozitif
478, Çok iyi bilgisayar gayet kullanışlı ve güzel ,pozitif
479, baba on numara bilgisayar ,pozitif
480, Ürünü alalı 2 ay oldu ve sürekli olarak wifi sorunu yasıyorum bunu nasılgiderebilirim baska bilgisayarda telefonda var bbu bilgisayarda wifikopuk kopuk ,negatif
481, fiyat performans ürünü çok iyi,pozitif
482,21.09.2024: İyiki almışım çok memnun kaldım ,pozitif
483," 22.09.2023: Ürün tam istediğim gibi, kesinlikle tavsiye ederim ",pozitif
484, 12.09.2023: TypeC sarj aleti ile gelmesi beni cok mutlu etti. Standart sarj girisi de mevcut. Tam anlamiyla HP sitesindeki urun model numarasi ve ozellikler tam. ,pozitif
485," 09.06.2023: ürün klasik HP Elitebook kalitesi, sıkıntı yok",pozitif
486,bir öğrenci için gayet kullanışlı bir bilgisayar herkese tavsiye ederimçok ince ve zarif bir görüntüsü var ,pozitif
487," Ben beğendim, işe yarar ",pozitif
488, Ürün Bir gün sonra elime ulaştı Windows 11 kurdum biraz video izleyerekkurula biliyor. Ses ve hız çok güzel ödev ve internet için ideal. Çokbüyük oyunları oynamak mümkün değil. Ama ev için yeterli ,pozitif
489, helal olsun çok iyi ,pozitif
490, Kısa sürede elime ulaştı gayet güzel bir süredir kullanıyorum çokmemnunum bir problem yaşamadım. ,pozitif
491, sipariş verdim ertesi gün geldi. freedos olduğu için işletim sistemiyüklemeyi bilmeyenler için biraz sıkıcı bir durum. ama kullanmayabaşladığınızda çok keyifli. bence fiyatına göre gayet kullanışlı birürün. sapa sağlam geldi çok şükür. ,pozitif
492, ürün şimdilik iy gözüküyor ,pozitif
493, Hızlı güzel güvenilir kargo fiyatına göre işlevi gayet iyi ,pozitif
494, Ofis kullanımı için yeterli. Fiyat performans ürünü. Genel olarak memnunuz ,pozitif
495, ses ve görüntüsü harika ,pozitif
496, Bilgisayarı satın aldığınızda işletim sistemi olmadan yalın haldeelinize ulaşıyor. Bunun için önce herhangi bir işletim sistemi satınalıp(Windows 11 vs.) kendiniz kurulum yapmanız gerekiyor. Bilgisayar sonsistem bir ssd ye sahip olduğu için normal işletim sistemi kurulumlarınaolanak vermiyor o yüzden işletim sistemini kurarken özellikle UEFIWindows kurulumu yapmak gerekiyor. Bunun için öncelikle rufus adlıprogramı indirip kurulacak işletim sistemini UEFI olarakbiçimlendirdikten sonra intelin sayfasına girip f6flpy-x64 adlı dosyayıindirip kurulum yapılacak olan disk yada USB içine atıp kurulumabaşlıyoruz. Kurulum yaparken sürücüyü görüntüleme hatası aldığınızekranda sürücü seçimi yapıp ekrandan indirdiğiniz f6flpy-x64 adlıdosyayı seçi başlatırsanız kuruluma başlayacaktır. Ben yaklaşık 2 saatuğraştım çözmek için çözüm bulamayan arkadaşlar için yazdım alta da bunudetaylı bir şekilde yapabilmek için link ve fotoğraf atıyorum girip bakabilirsiniz. ,negatif
497, kurulumu için saatlerce uğraştık bı ton YouTube videosu izledik malesefolmadı mause kısmı da çalışmıyordu bilgisayarcı halletti ama çoksevemedim. tasarım olarak güzel ince ve hafif,negatif
498,ablama aldim severek kullaniyor ,pozitif
499, Çok güzel. Teşekkürler ,pozitif
500, Güzel beğendik ,pozitif
501, Sorunsuz ve kalın bir kutunun içinde ürün geldi. Paketleme gayetözenliydi. Yıldız ışığı rengi de hem gold hem silver vari olmasınedeniyle çok güzel durmakta. Gönül rahatlığıyla alabilirsiniz ☺️ ,pozitif
502, ürünü aldıgımda garanti süresi 1 yıl görünüyordu yani seri numarasınısorgulattıgımda apple desteği arayıp düzelttirdim yardımcı oldularsagolsunlar ürün çok güzel gerçek anlamda apple kalitesi kendinihissettiriyor. baz model de alınır mıymış evet bence fazlasıyla yeterliolurmus 15 inc olmasa da olurmuş onun dışında şarjı çok rahat bi bibuçuk gün gidiyor hızlı da doluyor 30 v olmasına rağmen beni sadevechrome spotify gibi uygulamarı indirmek biraz zorladı o da destek alıncakolay zaten. oyun bilgisayarı değil zaten o amaçla almak istiyorsanızappstoreda en basit oyunlar bile yok. şuanlık deneyimlerim bu kadarrengi zaten harika bahsetmeye gerek bile yok ,pozitif
503, Her anlamda çok iyi ,pozitif
504, Ürün harika çok hızlı bir şekilde elime ulaştı aldıktan sonra 1000 tldaha düştü ama olsun👍🏻 ,pozitif
505, super urun ,pozitif
506," mükemmel renk, estetik ve hız, Apple klasiği. Neredeyse 1 iş günündeelime ulaştı. Renk olarak sarı gibi görünüyor ama aslında açık birplatün gibi ve çok şık.klasik gold rengi değildir. tavsiye edilir.Satıcıya da özenli paketleme için teşekkürler ",pozitif
507, Özellikleri çok iyi rengine bayıldım ,pozitif
508, Ürün çok geç teslim edildi edildiğinde ise kutusu bernat haldeydi bukadar özensiz çalışılması hoş değil ,pozitif
509, Bugün elime ulaştı çok güzel paketlenmiş harika ürün ama ürünayarlarında garanti süresi Temmuz 2025 yazıyor sebebini öğrenebilir miyim ,nötr
510, Çok hızlı geldi ve güzel paketlenmişti.Ürün sağlam ve orijinal sorunsuzşekilde çalışıyor,pozitif
511,Güzel laptop ,pozitif
512," İndirimde almıştım üniversite için gayet memnunum, daha sonra çok arttıfiyatı ama herşey öyle ",pozitif
513, Çok iyi. Memnun kaldım ,pozitif
514, Ürün elime sorunsuz ulaştı. Memnunum. ,pozitif
515, ürün gayet kaliteli araştırarak aldım zaten fakat satıcı kargoya çok geç verdi ,pozitif
516, İyi ki almışım tavsiye ederim herkese ,pozitif
517, 5 yıldız veriyorum 10 olsa onu da verirdim ayrıca telefon tutacağı için teşekkürler ,pozitif
518," Kargo gayet özenli geldi. Satıcı firma paket içine bilgi notları yazmış,iletişim için kartını koymuş. İnternetten almak konusunda endişeli idim, gayet memnun kaldım. Teşekkürler ",pozitif
519, güzel kullanışlı ,pozitif
520, güzel ürün teşekkürler ,pozitif
521, Harika bir cihaz ,pozitif
522, Hızlı kargo teşekkür ederim gayet kullanışlı ve güzel rengide çok güzel ,pozitif
523, çok zarif ve çok hafif bi bilgisayar. çok beğendik. telefon koyacağıiçin de teşekkür ederiz🤝 ,pozitif
524, Elime çok hızlı ve çok güvenli bir şekilde ulaştı ,pozitif
525," kesinlikle bu siteden alınacak ürün değil bu kadar para veriyorsanızsağlam kendi sitesinden alınmalı hata ettiğimi aşağıda belirttiğimhususlarda anlayacaksınız... satıcı zaten pc'yi kendi kafasına göre açıpprogram yüklüyor bide .....5 ay oldu alalı bilgisayar sorunlarçıkarıyor. Kendi kendine kapanıyor, ısınıyor ve sitelerden atıyor.Üstelik servise gönderiyoruz servis para istiyor nerde kaldı 2 yılgarantisi.? (Garantiden çıkma sebebi ise toz bu sorunların hepsini tozyapıyormuş inanırsanız tabi. sanki inşaatta çalıştırdık. Ben pc'yi aktifşekilde iş yerimde  kullanan biriyim eğitimliyim evime aldığım bu pc'yiise adam akıllı hiç kullanmıyordum. bide kalkıp tozdan oldu demeleripara almak için saçma az bir para da değil 5 ay adam akıllıkullanmadığım pc'ye 2500 TL para istiyorlar :) ) Herşeyi ticaretedökmenin bir anlamı yok. Lenovo güzel bir marka olabilir ama ürünburalardan alınacak ürün değil. Ürünü alırken bunları göz önüne almanızıtavsiye ederim. ",negatif
526, Gayet hızlı ve kaliteli ürün. sadece ethernet girişi yok ona dikkatedilmesi gerek alırken ,pozitif
527, Ürün kısa sürede bana ulaştı. Belirtildiği özelliklerde win 10 ve ofisprogramları kurulu geldi. Rengi görseldekinden bir tık koyu ama güzelbir renk koyusunu daha çok beğendim. Fiyat performans olarak başarılı ürün. ,pozitif
528, Sipariş ettiğim bilgisayar Lenovo 81we008ftx bana gönderilen bilgisyarLenovo 81WE00MUTX. Malesef siprariş ettiğim üründen Farklı bir ürüngeldi. Ayrıca gönderdikleri ürün piyasa da aldığım bilgisayardan çokucuz. Trendyol DigitalDünya firmasına yakışmadı.Firma ile iletişimegeçtiğimde üslupları hoş değildi. Faturayı talep ediyorum fatura göndermiyor. ,negatif
529," kaliteli sağlam bir ürün, paketlemeye özen gösterilmiş ve teslimathızlıydı. Ayrıca ilginiz ve hediyeniz için teşekkürler. ",pozitif
530, *Ürün elime 2 gün içinde ulaştı.(yurtiçi kargo) *Paketleme çok güzel vesağlamdı. *Klavye tasarımı klasik lenovo tarasimi sadece güç tuşu farklı*Kamera önünde istedeginiz zaman kapatabileceğiniz manuel bir kapakmevcut(hoş olmus bence) *Renkler bana bi tık soluk geldi TN paneldenkaynaklı muhtemelen *Hızlı açılıp kapanıyor. *Arada fandan ince biçalışma sesi geliyor ama o da Allah'ın emri zaten :)) *Daha alalı birgün olduğu için hızı ve pili hakkında yorum yapamayacağım. *Ekrançerçeveleri bi tık kalın olmus bence özellikle ekranın altındaki. Dahaince bi tasarım olabilirdi. *Dolar kurunun değişikliğinden kaynaklıfiyatı fazla artmış. Bu devirde hicbir şey alınmaz ama mecbur... *Satıcıhediye olarak telefon standı göndermiş. tesekkurler... ,negatif
531, Çok iyi paketlenmişti yanında da hediye olarak telefon tutacağıyollamışlar teşekkürler ,pozitif
532, ürün şık özellikle klavye kasa metal tasarıma bayıldım özenli paketlemekolay kurulum ihtiyacı olanlara kesinlike tavsiye edilir hiç düşünmeden alabilirsiniz ,pozitif
533, Kargo sağlam ve hızlı geldi teşekkürler ,pozitif
534, Çok iyi bir bilgisayar paketleme cok iyiydi kargo cok hızlıydı 👌 ,pozitif
535, ÜRÜN GAYET DÜZENLİ BİR ŞEKİLDE PAKETLENMİŞ SİPARİŞ ETTİĞİM GİBİ GELDİSATICI FİRMAYA TEŞEKKÜR EDERİM ,pozitif
536, hızlı ve guvenli kargo cihaz güzel orjinal windows 10 ve officeprogramlari yüklü f/p ürünü ,pozitif
537, çooook güzel çok zarif tasarım. memurum ama 2009 dan beri ilk kezbilgisayar alabildim çok pahalı 5567 :( ama kurulum kağıdı çıkmadıiçinden nasıl kurulum yaparım bir kılavuz yoktu.,pozitif
538,05.09.2024: Fiyatına göre Güzel ,pozitif
539, 11.06.2024: İkinci alışım. Gayet memnunum.,pozitif
540,07.09.2023: evde kullanmak için aldım. baya işimi görecek. üstünde endless diye ücretsiz isletim sistemi ve pek çok uygulama var. Windows yuklermiyim bilmiyorum. ,pozitif
541, 11.04.2023: sesi cok kötü cok kasiyor henuz bos olmasina rağmen.urunu iade etmek istedim iade kabul etmediler.yari fiyatina sattim . tavsiye etmiyorum ,negatif
542, 09.03.2023: Ürünüm garanti belgesiyle beraber sorunsuz geldi bu bilgisayari düşünenler buradan alabilir. Free Dos oldugunu unutmayin,pozitif
543,sorunsuz bir şekilde elime ulaştı ,pozitif
544," Apple türkiye garantili, sağlam kargolu ve kusursuz bir şekilde elimeulaştı. Trendyol isimli satıcıdan satın aldım hiçbir sorun yaşamadım.Sadece garanti tarihi aldığım tarihten 2 yıl sonraya değil 1 yıl 6 aysonraya göre ayarlıydı. Apple Türkiye ile görüşüp sorunu çözdüm. 2yıllık garantim tanımlandı. Kusursuz bir alışveriş oldu. Piyasanınaltında fiyatı görüce kuşkulanmıştım ama hiçbir sorun yaşamadım. ",pozitif
545, Orijinal ürün olduğu için ve hızlı kargo olduğu için çok teşekkür ederim ,pozitif
546, Kalite parıldıyor. Teşekkürler ,pozitif
547, Kargo hızlı ve sağlamdı elime ulaştı şarj çift girişli 35 wat rengi çokgüzel aşırı leke bırakmıyor normal beğendim en uygun trendyolda buldumindirimden aldım baya uygun fiyata geldi ama faturam gelmedi nasılolucak bilmiyorum satıcı ile iketişime geçeceğim ,pozitif
548, Ürünü bir süredir tüm firmalarda takipte idik. Fırsat günlerindeindirimli fiyatı görünce hemen aldım. Çok karlı bir alışveriş oldu.Teşekkürler 🙏 ,pozitif
549, Ürün siparişim deki gibi geldi. Çok hızlı bir şekilde geldi. Sağlam vedüzgün paketliydi. Eksiksiz ve tam geldiği için çok teşekkür ederiz. ,pozitif
550, Çok hızlı çok şık tavsiye ederim. ,pozitif
551," Hizli kargo, urun mukemmel♥️ ",pozitif
552," Kargom sorunsuz bir şekilde ulaştı, paketleme içinde ayrıca teşekkür ederim ",pozitif
553, tesekkurler cok hız lı geldi harika bir ürün ,pozitif
554, Sorunsuz geldi paketi iyi ,pozitif
555, Kargo hızlı ,pozitif
556, Teknosa ya teşekkürler.Paketleme özenli.Apple kalitesi mükemmel ,pozitif
557, gayet kullanışlı bir ürün ,pozitif
558," Apple kalitesi, bambaşka. Müthiş. ",pozitif
559, Çok memnun kaldım bu indirim kaçmaz ,pozitif
560, Sorunsuz teslim aldım problem yoktu ,pozitif
561," Mükemmel ürün. Her yerde anlatılıyor zaten, bir de ben anlatmayayım. :)Sipariş süreci sorunsuzdu. ",pozitif
562, Gayet kullanışlı ve kaliteli. ,pozitif
563," uygun fiyat , orjinal urun.. ",pozitif
564, Gayet güzel ,pozitif
565, Kargo özenliydi teşekkürler ,pozitif
566," Ürün yazıldığı özelliklerde geliyor. Şarj cihazını merak edenler varsaçift type-c çıkışlı 35w. Paketleme iyi, kargo hızlı. Güzel bir alışveriş oldu ",pozitif
567, memnunum güzel paketleme sadece renginş keşke farklı alsaydım ,pozitif
568, öncesinde nasıl çalışıyordum bilmiyorum fakat 10 çekirdek değil? ,negatif
569, Ürün çok kaliteli rengi çok güzel fakat parmak izi kalıyor ,pozitif
570, ürün güzel ama parmak izi kalıyor PC de ona göre renk alın ,pozitif
571, Hızlı bir şekilde güzel kargolanmış şekilde teslim aldım. kardeşim içinaldım. apple kalitesinden bahsetmemize gerek yok. cihaz orjinal herhangibir problem yok. ,pozitif
572, Hızlı kargo ürünü değerlendirecek bir şey yok temiz geldi teşekkürler ,pozitif
573, Sorunumla ilgili açıklama ve gösterilen iyi niyetli dönüş için teşekkür ederim.,nötr
574,"çok güzel bir bilgisayar,benim için yeterli ",pozitif
575, Fp ürün güzel sevdim ,pozitif
576, Başarılı ürün sorunsuz geldi hızlı ve akıcı fiyat performans diyebilirim ,pozitif
577, kullandıkça anlayacağım güzel görünüyor ,pozitif
578, F/p'ye göre iyi bir cihaz ,pozitif
579, 10 numara geldi bilgisayar harika ,pozitif
580," Oyun oynamadım, günümüz ekonomisinde fiyatına göre alabileceğiniz en iyilaptop. Eğer ihtiyacınız varsa kaçırmayın bu fiyata bu laptop çok iyi. ",pozitif
581, Bu fiyata tercih edilebilir seçeneklerden biri. Ayrıca güncel bir modelolması avantaj. ,pozitif
582, fiyatına göre gayet iyi ürün ders çalışmak video izlemek için aldımsadece sarji çok çabuk bitiyor ,pozitif
583, Ürün elime hızlı ve sorunsuz ulaştı. Yanında gönderilen hediye bardakaltlığı için teşekkürler. ,pozitif
584, satıcıya teşekkür ederim zamanında ürün elinizde oldu. ,pozitif
585, sorunsuz geldi paketleme güzeldi ,pozitif
586, ürün güzel iş için fp ürünü tam ama yanında mouse göndermediler bana ,pozitif
587, bilgisayar kusursuz satıcı ilgili mouse unutmuşlar istedim hemenyolladılar 2. alıcam şimdi aynı pcden ,pozitif
588, Ürün 23 Mayıs Günü Teslim Edildi . Yaklaşık 6 Gündür KullanıyorumHerhangi Bir Problem Çıkarmadi FAR CRY 5  VE CALL OF DUTY BLACK OPS IIIYÜKLEDİM. KASMA VB YOK OYUNLARİDA KALDIRIYOR. SATICIYA TEŞEKKÜRLER. ,pozitif
589, Cihaz düzgün geldi ama şarj olmuyor o yüzden iade etmeyi düşünüyorum,negatif
590,15.06.2024: hızlı kargolama güzel paketleme,pozitif
591,rengi çok güzel boyutu ideal  kalemi baya kaliteli çok beğendim ,pozitif
592, Harika bir ürün hızlı kargo👏👏 ,pozitif
593, mük ,pozitif
594, fiyatına göre gayet başarılı makina ,pozitif
595, gayet güzel ve kullanışlı ,pozitif
596, Severek kullanıyorum ,pozitif
597, harika kesinlikle tavsiye ederim ,pozitif
598, İnce ve zarifliği ile süper bir görünüme sahip kesinlikle bu fiyataalınabilecek bir laptop yorumlarda büyük yazıyordu tereddüt ettim baştaama gayet boyutu falan da iyi ekran kalitesi ve dokumatiği süper tavsiye ederim ,pozitif
599, ürün güzel kullanışlı fakat türçe dil yok tek dil ingilizce ,nötr
